当座預金口座,返済期間,信用履歴,目的,借入金額,普通預金口座,雇用状況,性別など,保証人など,資産,年齢,その他借入,住居,仕事,電話番号,審査結果
0DM未満,48,借金なし,家具など,7119,100DM未満,勤続1年以上4年未満,女性／独身,なし,なし,53,なし,家族と同居,正社員,登録あり,リスクあり
200DM未満,26,遅延なく返済中,中古車,7966,100DM未満,勤続１年未満,女性／独身,なし,その他資産,30,なし,家主,正社員,,安全
口座なし,4,要注意人物,ラジオ／テレビ,1503,100DM未満,勤続4年以上7年未満,女性／独身,なし,不動産,42,なし,家主,パート/アルバイト,,安全
0DM未満,6,遅延なく返済中,新車,662,100DM未満,勤続１年未満,女性／独身,なし,不動産,41,なし,家主,パート/アルバイト,,安全
200DM未満,36,遅延なく返済中,教育,2273,100DM未満,勤続4年以上7年未満,女性／独身,なし,その他資産,32,なし,家主,正社員,登録あり,安全
口座なし,24,遅延なく返済中,ラジオ／テレビ,3105,口座なし,勤続１年未満,女性／独身,なし,その他資産,25,なし,家主,正社員,登録あり,安全
0DM未満,48,遅延なく返済中,新車,7763,100DM未満,勤続7年以上,女性／独身,なし,なし,42,銀行,家族と同居,管理者/役員,,リスクあり
口座なし,24,遅延あり,新車,2032,100DM未満,勤続7年以上,女性／独身,なし,なし,60,なし,家族と同居,正社員,登録あり,安全
0DM未満,30,遅延なく返済中,家具など,6350,口座なし,勤続7年以上,女性／独身,なし,生命保険など,31,なし,家主,正社員,登録あり,リスクあり
200DM以上または給与振込口座,18,遅延なく返済中,家具など,2864,100DM未満,勤続1年以上4年未満,女性／独身,なし,不動産,34,なし,家主,パート/アルバイト,,リスクあり
口座なし,12,要注意人物,新車,1255,100DM未満,勤続7年以上,女性／独身,なし,不動産,61,なし,家主,パート/アルバイト,登録あり,安全
0DM未満,24,遅延あり,新車,1333,100DM未満,失業中,女性／独身,なし,不動産,43,なし,家族と同居,正社員,登録あり,リスクあり
口座なし,24,遅延なく返済中,ラジオ／テレビ,1552,100DM未満,勤続4年以上7年未満,女性／独身,なし,その他資産,32,銀行,家主,正社員,登録あり,安全
口座なし,48,要注意人物,中古車,8858,口座なし,勤続4年以上7年未満,女性／独身,なし,なし,35,なし,家族と同居,正社員,,安全
口座なし,6,当銀行の返済金なし,ラジオ／テレビ,1750,500～1000DM,勤続7年以上,女性／独身,なし,生命保険など,45,銀行,家主,パート/アルバイト,,安全
200DM未満,12,要注意人物,新車,1995,100～500DM,勤続１年未満,女性／独身,なし,その他資産,27,なし,家主,正社員,登録あり,安全
200DM未満,12,遅延なく返済中,ラジオ／テレビ,1331,100DM未満,勤続１年未満,女性／独身,なし,その他資産,22,消費者金融,家主,正社員,,リスクあり
0DM未満,24,当銀行の返済金なし,家具など,3552,100DM未満,勤続4年以上7年未満,女性／独身,なし,その他資産,27,銀行,家主,正社員,,リスクあり
200DM未満,18,要注意人物,家具など,1928,100DM未満,勤続１年未満,女性／独身,なし,不動産,31,なし,家主,パート/アルバイト,登録あり,リスクあり
0DM未満,24,遅延なく返済中,中古車,2964,口座なし,勤続7年以上,女性／独身,なし,なし,49,銀行,家族と同居,正社員,登録あり,安全
0DM未満,24,当銀行の返済金なし,ラジオ／テレビ,1546,100DM未満,勤続4年以上7年未満,女性／独身,保証人,その他資産,24,銀行,賃貸,パート/アルバイト,登録あり,リスクあり
200DM未満,36,遅延なく返済中,新車,12389,口座なし,勤続1年以上4年未満,女性／独身,なし,なし,37,なし,家族と同居,正社員,登録あり,リスクあり
200DM未満,24,遅延あり,仕事,4712,口座なし,勤続1年以上4年未満,女性／独身,なし,生命保険など,37,銀行,家主,管理者/役員,,安全
口座なし,24,要注意人物,ラジオ／テレビ,2578,1000DM以上,勤続7年以上,女性／独身,なし,その他資産,34,なし,家主,正社員,登録あり,安全
200DM未満,48,遅延なく返済中,ラジオ／テレビ,3979,口座なし,勤続4年以上7年未満,女性／独身,なし,その他資産,41,なし,家主,正社員,,安全
口座なし,30,要注意人物,ラジオ／テレビ,5954,100DM未満,勤続4年以上7年未満,女性／独身,連帯債務者,その他資産,38,なし,家主,正社員,,安全
200DM未満,9,遅延なく返済中,ラジオ／テレビ,1082,100DM未満,勤続7年以上,女性／独身,なし,その他資産,27,なし,家主,パート/アルバイト,,安全
200DM未満,18,要注意人物,新車,1056,100DM未満,勤続7年以上,女性／独身,保証人,不動産,30,銀行,家主,正社員,登録あり,リスクあり
200DM未満,12,要注意人物,新車,3124,100DM未満,勤続１年未満,女性／独身,なし,不動産,49,銀行,家主,パート/アルバイト,,安全
200DM未満,36,遅延なく返済中,修理,2384,100DM未満,勤続１年未満,女性／独身,なし,なし,33,なし,賃貸,パート/アルバイト,,リスクあり
0DM未満,9,要注意人物,新車,2799,100DM未満,勤続1年以上4年未満,女性／独身,なし,不動産,36,なし,賃貸,正社員,登録あり,安全
0DM未満,12,遅延なく返済中,家具など,1289,100DM未満,勤続1年以上4年未満,女性／独身,保証人,生命保険など,21,なし,家主,パート/アルバイト,,安全
0DM未満,12,要注意人物,家具など,2246,100DM未満,勤続7年以上,女性／独身,なし,生命保険など,60,なし,家主,正社員,,リスクあり
0DM未満,24,当銀行の返済金なし,その他,1358,口座なし,勤続7年以上,女性／独身,なし,その他資産,40,消費者金融,家主,管理者/役員,,リスクあり
200DM未満,24,借金なし,仕事,4241,100DM未満,勤続1年以上4年未満,女性／独身,なし,不動産,36,なし,家主,パート/アルバイト,,リスクあり
口座なし,18,要注意人物,新車,2775,100DM未満,勤続4年以上7年未満,女性／独身,なし,生命保険など,31,銀行,家主,正社員,,リスクあり
口座なし,24,遅延あり,仕事,3863,100DM未満,勤続1年以上4年未満,女性／独身,なし,なし,32,なし,家族と同居,正社員,,安全
0DM未満,24,当銀行の返済金なし,家具など,2828,500～1000DM,勤続1年以上4年未満,女性／独身,なし,不動産,22,消費者金融,家主,正社員,登録あり,安全
口座なし,24,要注意人物,仕事,4526,100DM未満,勤続1年以上4年未満,女性／独身,なし,不動産,74,なし,家主,管理者/役員,,安全
口座なし,18,遅延なく返済中,ラジオ／テレビ,2051,100DM未満,勤続１年未満,女性／独身,なし,不動産,33,なし,家主,正社員,,安全
口座なし,15,遅延なく返済中,中古車,1300,口座なし,勤続7年以上,女性／独身,なし,なし,45,銀行,家族と同居,正社員,,安全
200DM未満,48,借金なし,仕事,12204,口座なし,勤続1年以上4年未満,女性／独身,なし,その他資産,48,銀行,家主,管理者/役員,,安全
200DM未満,60,遅延あり,ラジオ／テレビ,9157,口座なし,勤続1年以上4年未満,女性／独身,なし,なし,27,なし,家族と同居,管理者/役員,登録あり,安全
0DM未満,6,要注意人物,新車,3676,100DM未満,勤続1年以上4年未満,女性／独身,なし,不動産,37,なし,賃貸,正社員,,安全
200DM未満,21,要注意人物,仕事,3652,100DM未満,勤続4年以上7年未満,女性／独身,なし,生命保険など,27,なし,家主,正社員,,安全
口座なし,18,要注意人物,新車,1530,100DM未満,勤続1年以上4年未満,女性／独身,なし,生命保険など,32,銀行,家主,正社員,,リスクあり
0DM未満,18,遅延なく返済中,ラジオ／テレビ,2600,100DM未満,勤続1年以上4年未満,女性／独身,なし,なし,65,なし,家族と同居,正社員,登録あり,リスクあり
口座なし,15,遅延なく返済中,ラジオ／テレビ,1979,口座なし,勤続7年以上,女性／独身,なし,その他資産,35,なし,家主,正社員,登録あり,安全
200DM以上または給与振込口座,6,遅延なく返済中,家具など,2116,100DM未満,勤続1年以上4年未満,女性／独身,なし,不動産,41,なし,家主,正社員,,安全
200DM未満,9,当銀行の返済金なし,新車,1437,100～500DM,勤続4年以上7年未満,女性／独身,なし,なし,29,なし,家主,正社員,,リスクあり
口座なし,42,要注意人物,家具など,4042,500～1000DM,勤続1年以上4年未満,女性／独身,なし,不動産,36,なし,家主,正社員,登録あり,安全
口座なし,9,遅延なく返済中,教育,3832,口座なし,勤続7年以上,女性／独身,なし,不動産,64,なし,家主,パート/アルバイト,,安全
0DM未満,18,当銀行の返済金なし,家具など,1553,100DM未満,勤続1年以上4年未満,女性／独身,なし,その他資産,44,銀行,家主,正社員,,リスクあり
200DM未満,15,遅延なく返済中,ラジオ／テレビ,1444,口座なし,勤続１年未満,女性／独身,なし,生命保険など,23,なし,家主,正社員,,安全
口座なし,12,遅延なく返済中,教育,1393,100DM未満,勤続7年以上,女性／独身,なし,生命保険など,47,銀行,家主,正社員,,安全
口座なし,60,遅延あり,ラジオ／テレビ,15653,100DM未満,勤続4年以上7年未満,女性／独身,なし,その他資産,21,なし,家主,正社員,登録あり,安全
0DM未満,42,遅延あり,ラジオ／テレビ,4370,100DM未満,勤続4年以上7年未満,女性／独身,なし,生命保険など,26,銀行,家主,正社員,,リスクあり
200DM未満,15,遅延なく返済中,修理,1308,100DM未満,勤続7年以上,女性／独身,なし,その他資産,38,なし,家主,パート/アルバイト,,安全
口座なし,15,遅延なく返済中,教育,4623,100～500DM,勤続1年以上4年未満,女性／独身,なし,生命保険など,40,なし,家主,管理者/役員,,リスクあり
口座なし,36,遅延あり,仕事,7980,口座なし,勤続１年未満,女性／独身,なし,その他資産,27,なし,賃貸,正社員,,リスクあり
200DM以上または給与振込口座,24,遅延なく返済中,新車,947,100DM未満,勤続4年以上7年未満,女性／独身,なし,なし,38,銀行,家族と同居,正社員,登録あり,リスクあり
0DM未満,12,遅延なく返済中,教育,684,100DM未満,勤続1年以上4年未満,女性／独身,なし,その他資産,40,なし,賃貸,パート/アルバイト,,リスクあり
0DM未満,48,遅延なく返済中,教育,7476,100DM未満,勤続4年以上7年未満,女性／独身,なし,なし,50,なし,家族と同居,管理者/役員,,安全
200DM未満,12,遅延なく返済中,家具など,1922,100DM未満,勤続1年以上4年未満,女性／独身,なし,生命保険など,37,なし,家主,パート/アルバイト,登録あり,リスクあり
0DM未満,24,遅延なく返済中,新車,2303,100DM未満,勤続7年以上,女性／独身,連帯債務者,不動産,45,なし,家主,正社員,,リスクあり
200DM未満,36,遅延あり,新車,8086,100～500DM,勤続7年以上,女性／独身,なし,その他資産,42,なし,家主,管理者/役員,,リスクあり
口座なし,24,要注意人物,中古車,2346,100DM未満,勤続4年以上7年未満,女性／独身,なし,その他資産,35,なし,家主,正社員,,安全
0DM未満,14,遅延なく返済中,新車,3973,100DM未満,失業中,女性／独身,なし,なし,22,なし,家族と同居,正社員,,安全
200DM未満,12,遅延なく返済中,新車,888,100DM未満,勤続7年以上,女性／独身,なし,その他資産,41,銀行,家主,パート/アルバイト,,リスクあり
口座なし,48,遅延なく返済中,ラジオ／テレビ,10222,口座なし,勤続4年以上7年未満,女性／独身,なし,その他資産,37,消費者金融,家主,正社員,,安全
200DM未満,18,要注意人物,家具など,6361,100DM未満,勤続7年以上,女性／独身,なし,なし,41,なし,家主,正社員,登録あり,安全
口座なし,21,遅延なく返済中,家具など,2241,100DM未満,勤続7年以上,女性／独身,なし,不動産,50,なし,家主,正社員,,安全
200DM未満,6,遅延あり,家具など,1050,100DM未満,失業中,女性／独身,なし,生命保険など,35,消費者金融,家主,管理者/役員,登録あり,安全
